energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,artist,track_name,popularity,success
0.667,0.074,102.046,0.054,0.0112,0.053,4,0.786,5,181176,-8.272,0.688,1,Ritviz,Liggi,1,0
0.0367,0.127,140.296,0.0515,0.99,0.31,4,0.529,0,330693,-21.63,0.214,1,Ben Webster,How Long Has This Been Going On,49,0
0.645,0.127,172.916,0.0405,0.0191,0.0,4,0.421,1,253253,-5.357,0.716,1,Yola,Stand For Myself,53,0
0.215,0.184,171.46,0.0346,0.965,0.000928,3,0.147,3,266800,-14.594,0.102,0,Frank Sinatra,You Go To My Head - 2020 Mix,57,0
0.64,0.106,155.98,0.132,0.478,0.0,4,0.585,11,249964,-4.843,0.395,1,Chyno with a Why?,Anti-Hero (feat. The Synaptik),16,0
0.614,0.152,140.029,0.0503,0.832,0.0,4,0.501,9,153139,-7.694,0.733,1,BG,Ensaiando a Despedida,56,0
0.899,0.102,125.02,0.181,0.11,0.903,4,0.846,10,170565,-4.572,0.368,0,Carola,Bum Bum Tam Tam,56,0
0.609,0.11,120.025,0.0663,0.26,0.338,4,0.699,1,228846,-11.505,0.121,0,Holiday87,Sweet Nothings (feat. Minke),52,0
0.437,0.891,99.978,0.0707,0.753,0.94,4,0.667,3,163978,-16.354,0.677,0,Pool Boy,Closed for Renovations,46,0
0.57,0.111,118.013,0.0368,0.496,0.905,4,0.83,7,229987,-9.363,0.211,1,Cornelius SA,Silhouette,45,0
0.742,0.409,131.935,0.0382,0.00307,0.341,4,0.424,2,266907,-7.119,0.38,1,The Boxer Rebellion,Big Ideas,38,0
0.317,0.108,186.471,0.0474,0.879,0.00731,3,0.28,7,274227,-12.433,0.236,0,Amber Run,I Found,61,0
0.864,0.0408,115.997,0.0386,0.106,0.00107,4,0.802,6,193758,-5.442,0.828,0,Adekunle Gold,High,68,0
0.592,0.192,83.129,0.443,0.282,0.0,4,0.68,1,191376,-7.669,0.111,1,Terrace Martin,Freeze Tag (feat. Cordae & Phoelix),53,0
0.075,0.0869,96.76,0.0348,0.985,0.904,4,0.386,5,372787,-14.124,0.23,0,Donald Byrd,I'm A Fool To Want You - 2006 Digital Remaster,52,0
0.773,0.106,123.476,0.0319,0.00205,0.0,4,0.615,2,215187,-3.491,0.666,1,Bryan Adams,So Happy It Hurts,3,0
0.727,0.0727,123.008,0.115,0.00065,0.00208,4,0.907,1,343415,-7.424,0.486,0,VIGI,Between Us,32,0
0.75,0.337,114.104,0.113,0.54,8.25e-06,4,0.582,7,156893,-11.206,0.686,1,Sonny Boy Williamson II,Don't Start Me To Talkin',39,0
0.61,0.0893,109.994,0.036,0.00534,0.0984,4,0.577,4,228493,-8.248,0.15,0,edapollo,Run,44,0
0.559,0.111,181.962,0.0747,0.681,0.744,4,0.65,8,222529,-13.299,0.68,0,Eli & Fur,Something Was Real,57,0
0.68,0.74,135.924,0.0356,0.328,0.0286,4,0.54,9,221799,-11.112,0.636,1,Los Hermanos,O Vento - Ao Vivo,44,0
0.751,0.375,123.973,0.391,0.426,7.7e-06,4,0.614,1,152000,-8.785,0.266,0,Forester,Falling Water,50,0
0.767,0.193,97.07,0.0811,0.00784,7.63e-05,4,0.679,1,164827,-5.367,0.764,1,PVRIS,My Way,60,0
0.507,0.0999,121.038,0.0643,0.408,0.00223,4,0.865,1,222149,-9.37,0.135,1,EZOW,Look At That,29,0
0.697,0.103,109.019,0.0314,0.0499,0.000521,4,0.845,1,180550,-4.571,0.406,1,Neemz,Awake,30,0
0.502,0.174,174.11,0.0515,0.195,0.00812,4,0.542,3,289560,-10.607,0.948,0,Taj Mahal,Leaving Trunk,58,0
0.384,0.571,138.028,0.0334,0.242,0.0,4,0.307,5,598132,-11.099,0.0986,1,Theo Rubia,Eu Só Quero Tua Presença - Ao Vivo,62,0
0.382,0.0833,90.069,0.0708,0.109,5.39e-06,4,0.751,9,166667,-9.097,0.369,0,Llunr,Doo Doo Doo,24,0
0.205,0.122,128.315,0.0577,0.983,0.893,4,0.492,9,310055,-8.488,0.109,0,Mal Waldron,All Alone,52,0
0.908,0.0711,94.055,0.0765,0.00223,0.0,4,0.469,1,182569,-3.15,0.656,1,"nothing,nowhere.",Pieces of You,64,0
0.865,0.329,170.01,0.178,0.000805,0.000603,4,0.456,0,144240,-4.154,0.467,1,HOKO,I Feel Like I'm Falling,45,0
0.385,0.445,84.029,0.0324,0.731,0.666,4,0.456,0,264162,-10.6,0.0371,1,Jackson Dean,Wings,0,0
0.449,0.12,115.015,0.053,0.308,0.0189,4,0.865,4,214230,-10.514,0.686,1,Brandon Jenner,Death of Me,41,0
0.482,0.0537,95.055,0.0768,0.192,0.0,4,0.721,0,229928,-10.247,0.37,1,L7NNON,Nada é pra sempre,61,0
0.958,0.299,145.92,0.0775,0.000479,0.199,4,0.467,4,180880,-4.808,0.701,0,Supergrass,Alright,73,0
0.588,0.115,110.037,0.0352,0.145,0.00294,4,0.841,7,178673,-8.938,0.673,1,Vítor Guima,Abraços Partidos - Versão Alternativa,33,0
0.449,0.0991,123.064,0.0491,0.902,0.92,4,0.539,7,194029,-16.465,0.0397,0,AK,Ozon,52,0
0.596,0.15,178.839,0.0354,0.00889,0.000656,4,0.417,0,186016,-5.412,0.299,1,Leah Blevins,First Time Feeling,38,0
0.758,0.372,90.031,0.0306,0.00505,0.435,4,0.607,9,231783,-6.855,0.727,1,Sleater-Kinney,Worry With You,37,0
0.123,0.106,79.06,0.0313,0.86,0.0,4,0.55,2,142853,-11.093,0.307,1,The War and Treaty,Jubilee,40,0
0.611,0.109,87.116,0.0317,0.111,1.74e-05,4,0.518,0,247693,-8.812,0.257,1,Brett Eldredge,Where the Heart Is,52,0
0.725,0.0707,127.933,0.0436,0.0208,0.00295,4,0.683,1,247896,-5.551,0.259,1,Goodbye June,Step Aside,53,0
0.563,0.703,135.873,0.0335,0.079,0.0,4,0.211,3,348364,-6.632,0.106,0,Kemuel,Aba - Ao Vivo,61,0
0.408,0.092,133.982,0.0522,0.533,0.00124,4,0.364,5,187450,-10.989,0.169,0,Mehdi Bahmad,Rien,22,0
0.559,0.193,156.907,0.027,0.206,0.0,3,0.457,10,235947,-5.17,0.41,1,Biffy Clyro,Space,61,0
0.835,0.276,168.005,0.0803,0.369,0.0,4,0.61,5,158571,-5.472,0.595,0,Mateus Carrilho,NOITE DE CAÇA,59,0
0.763,0.352,89.985,0.0784,0.04,1.57e-05,4,0.599,6,166364,-7.12,0.586,1,phem,silly putty,56,0
0.559,0.103,116.038,0.0408,0.266,0.000113,4,0.904,10,162920,-7.41,0.668,0,BabyJake,My Anxiety,47,0
0.741,0.105,139.9,0.109,0.199,0.000155,4,0.633,6,201857,-4.659,0.392,0,Wissam Saliba,The Big Chill,19,0
0.447,0.945,130.769,0.0324,0.573,0.0,4,0.329,7,311937,-8.319,0.224,1,Midian Lima,Jó,63,0
0.588,0.0995,143.476,0.0589,0.0811,0.0,4,0.411,3,358558,-10.725,0.184,1,Aline Barros,Imensurável,62,0
0.803,0.155,123.905,0.0845,0.0502,5.64e-06,4,0.652,2,146081,-4.831,0.501,0,Stefy De Cicco,Look What You Have Done,0,0
0.616,0.0971,99.996,0.174,0.792,0.000464,4,0.812,10,158400,-7.377,0.842,0,Joeboy,Sip (Alcohol),74,0
0.79,0.0776,117.011,0.0414,0.00059,0.0065,4,0.521,2,223493,-5.605,0.25,1,Local Natives,Past Lives,0,0
0.459,0.093,120.004,0.0285,0.453,0.0169,4,0.705,5,222029,-9.877,0.332,1,Thomas Csorba,Crystal Eyes,44,0
0.3,0.116,80.993,0.0286,0.578,8.3e-06,4,0.525,5,236627,-8.005,0.206,1,Miranda Lambert,The House That Built Me,67,0
0.438,0.122,84.984,0.0265,0.625,8e-05,4,0.489,8,228788,-8.748,0.188,1,Jordan DePaul,Brighter Shade of Blue,46,0
0.881,0.0739,140.912,0.0574,0.0103,2.48e-06,3,0.475,2,235334,-3.208,0.427,1,Night Riots,All For You,49,0
0.768,0.125,137.005,0.0556,0.118,0.861,3,0.804,0,198097,-10.842,0.115,1,dj poolboi,agape,43,0
0.898,0.252,95.016,0.195,0.00024,0.00024,4,0.561,9,195000,-4.785,0.276,1,Bad Omens,ARTIFICIAL SUICIDE,0,0
0.273,0.0978,117.779,0.0334,0.89,0.9,4,0.476,7,392027,-17.457,0.164,0,Ahmad Jamal Trio,Stolen Moments,50,0
0.712,0.0713,80.018,0.0274,0.0682,0.000515,4,0.657,6,210500,-5.459,0.304,1,Skrizzly Adams,Can't You See,37,0
0.78,0.0593,92.059,0.0814,0.0781,0.0,4,0.612,1,273273,-5.123,0.554,0,Jubin Nautiyal,Dil Galti Kar Baitha Hai,74,0
0.15,0.105,98.66,0.0522,0.984,0.000902,3,0.462,8,207600,-13.531,0.19,1,Billie Holiday,Solitude,62,0
0.689,0.146,140.05,0.0516,0.644,0.0,4,0.637,9,223601,-5.766,0.537,1,Thiaguinho,Quanto Tempo Faz,62,0
0.875,0.342,174.031,0.0429,0.00023,0.00551,4,0.387,10,260345,-2.287,0.139,0,Koven,Good Enough,45,0
0.458,0.0896,81.091,0.0301,0.626,0.0185,4,0.598,2,186317,-11.488,0.294,1,Jeffrey East,Home To Me,49,0
0.533,0.0903,104.045,0.0406,0.392,0.0208,4,0.709,11,180000,-8.761,0.162,0,Zak Leever,Space For Me,44,0
0.764,0.064,93.579,0.0444,0.000152,0.878,4,0.515,11,196800,-5.238,0.342,1,Wolf Alice,Smile,50,0
0.486,0.168,98.115,0.335,0.53,0.0312,4,0.658,7,133163,-12.389,0.524,1,NLSN,Cloud Forest,0,0
0.659,0.129,169.992,0.0498,0.0734,0.0,4,0.696,1,148882,-4.979,0.648,1,Mrabet,Mi Amore (feat. KILATE TESLA),42,0
0.372,0.264,155.065,0.0505,0.463,0.543,4,0.664,6,181907,-9.119,0.675,0,Jesse Jo Stark,Not Your Little Baby Anymore,37,0
0.797,0.069,127.034,0.0524,0.00236,0.0,4,0.673,11,197092,-2.97,0.769,1,morgxn,THE WAY IT WAS,55,0
0.558,0.135,106.95,0.0477,0.746,0.209,4,0.643,7,192133,-9.681,0.238,1,Shallou,Here,60,0
0.692,0.108,119.98,0.0359,0.41,0.919,4,0.616,9,246000,-10.423,0.0586,0,Lstn,Undecided,50,0
0.874,0.173,172.129,0.0463,0.279,0.0463,4,0.548,8,141933,-10.147,0.966,1,Stevie Ray Vaughan,Love Struck Baby,54,0
0.337,0.108,121.968,0.377,0.511,0.0,4,0.821,8,160328,-11.978,0.149,1,Julie Schiavon,Submissa,25,0
0.456,0.124,101.104,0.0333,0.911,0.475,4,0.469,2,238300,-12.362,0.788,1,Julian Taylor,100 Proof,42,0
0.415,0.122,140.723,0.0311,0.459,5.87e-06,4,0.498,8,246000,-8.394,0.501,1,Jamestown Revival,Young Man,54,0
0.166,0.124,46.509,0.0457,0.98,0.000128,4,0.606,10,177829,-11.637,0.523,1,Courtney Hartman,Wandering,34,0
0.502,0.0953,199.891,0.405,0.556,5.46e-05,4,0.659,6,182400,-11.088,0.497,0,Tems,Crazy Tings,67,0
0.782,0.291,118.022,0.0378,0.432,0.114,4,0.637,7,209364,-8.174,0.0792,0,Forester,To Feel Alive,50,0
0.695,0.38,119.005,0.0334,0.000465,4.14e-05,4,0.717,9,227521,-9.012,0.409,0,Chris Malinchak,When The World Stops Turning - Quiet Mix,59,0
0.702,0.098,108.028,0.0631,0.273,0.781,4,0.559,6,224444,-5.994,0.0737,1,Attom,Gradients,45,0
0.499,0.0994,83.068,0.0683,0.159,8.57e-06,4,0.692,4,216867,-8.165,0.821,1,Os Remanescentes,Basta Man,32,0
0.727,0.128,127.606,0.0619,0.746,0.707,4,0.43,1,269692,-6.768,0.126,1,Laxcity,‎melodies ‎from ‎heaven,0,0
0.208,0.181,102.778,0.0413,0.962,0.929,4,0.406,1,368107,-13.767,0.291,0,Freddie Hubbard,Mirrors - Remastered 2004,54,0
0.563,0.101,176.072,0.039,0.353,0.00091,4,0.72,4,267218,-8.285,0.647,1,Creep Hyp,ナイトオンザプラネット,62,0
0.219,0.112,75.989,0.0263,0.594,4.3e-05,4,0.59,10,196745,-12.433,0.309,1,Daparte,Acrobata,32,0
0.61,0.137,123.055,0.038,0.115,0.911,4,0.716,10,230244,-9.963,0.0629,1,Late June,Limits,44,0
0.797,0.0861,95.014,0.0414,0.233,0.0,4,0.786,6,215368,-4.063,0.453,1,Guru Randhawa,"Lagdi Lahore Di (From ""Street Dancer 3D"")",65,0
0.955,0.116,109.998,0.0484,0.000158,0.316,3,0.524,10,377696,-5.568,0.301,1,Mastodon,Sickle and Peace,52,0
0.771,0.0899,163.987,0.0506,0.0213,5.62e-05,4,0.58,11,156936,-5.096,0.35,1,Bryce Vine,Empty Bottles (feat. MOD SUN),63,0
0.796,0.165,155.043,0.334,0.522,0.0,4,0.897,9,119613,-3.782,0.959,1,Rebecca,Ao Som do 150,51,0
0.59,0.113,129.8,0.0393,0.277,0.0,4,0.517,4,293593,-6.67,0.129,1,Midian Lima,Não Pare,67,0
0.697,0.0984,124.082,0.0719,0.231,4.38e-06,4,0.715,9,141227,-5.097,0.792,0,UPSAHL,Lunatic,60,0
0.263,0.0729,110.899,0.0467,0.823,0.000448,4,0.777,0,201747,-12.624,0.267,1,Luke Sital-Singh,Blind Missiles,45,0
0.552,0.374,108.036,0.0777,0.293,0.0,4,0.861,1,249752,-6.712,0.697,0,sokodomo,"MERRY-GO-ROUND (Feat. Zion.T, Wonstein) (Prod. Slom)",67,0
0.88,0.0539,94.011,0.042,0.0521,0.000717,4,0.616,1,182518,-3.59,0.751,1,Bad Suns,Cardiac Arrest,0,0
0.873,0.0665,133.055,0.0651,0.119,1.38e-06,4,0.832,2,135616,-2.827,0.465,1,Mateus Carrilho,PANCADA,54,0
0.714,0.278,127.443,0.0399,0.074,0.0,4,0.682,9,214148,-6.306,0.581,1,Bastille,Pompeii,0,0
0.293,0.372,133.075,0.0483,0.578,0.00253,4,0.834,9,216980,-11.561,0.524,1,Armandinho,Vou Pro Mar Iemanjá,46,0
0.304,0.133,123.385,0.0313,0.893,0.000228,4,0.753,0,167400,-9.097,0.479,1,Jill Andrews,The Blues Have Blown Away,33,0
0.721,0.106,154.053,0.0316,0.252,0.00416,4,0.548,10,239019,-7.89,0.667,1,Jonna,Tania Maria,43,0
0.555,0.102,166.476,0.0326,0.216,0.417,3,0.18,1,263691,-8.784,0.563,0,Craft Spells,Komorebi,14,0
0.726,0.164,134.113,0.0279,0.0306,2.61e-06,4,0.698,9,182923,-3.868,0.417,0,Beckett,Weirdo,42,0
0.306,0.0982,79.973,0.105,0.445,0.0,5,0.32,4,230000,-11.491,0.117,0,Djouher,111,40,0
0.258,0.115,110.953,0.033,0.768,8.95e-05,4,0.535,7,659520,-9.499,0.281,0,Cannonball Adderley,Autumn Leaves,55,0
0.492,0.105,78.001,0.331,0.425,0.0,4,0.485,5,243787,-6.462,0.876,0,Jacob Collier,All I Need (with Mahalia & Ty Dolla $ign),55,0
0.744,0.0909,123.984,0.0294,0.287,0.000934,4,0.79,9,174348,-7.033,0.798,0,Milky Chance,Colorado,77,0
0.782,0.108,109.961,0.0358,0.424,0.00644,4,0.785,5,212636,-6.803,0.635,0,Reekado Banks,Ozumba Mbadiwe,62,0
0.971,0.219,87.05,0.158,0.00518,0.894,4,0.472,0,186207,-3.499,0.368,0,Punctual,The Step - Pola & Bryson Remix,26,0
0.854,0.0864,167.407,0.0781,0.0412,3.77e-06,4,0.347,3,200347,-4.999,0.385,1,Mona,Us & Them,0,0
0.721,0.0752,118.049,0.0986,0.0117,7.69e-06,4,0.763,1,263880,-6.767,0.657,0,Miike Snow,Animal,56,0
0.818,0.66,82.025,0.0506,0.00391,7.37e-05,4,0.199,9,115040,-12.416,0.0837,1,Bad Brains,Sailin' On,0,0
0.626,0.0987,174.064,0.0561,0.0603,0.188,4,0.355,11,331733,-6.858,0.14,0,Sub Focus,Ray Of Sun - Sub Focus & Wilkinson,50,0
0.0759,0.156,139.683,0.0331,0.656,0.0,3,0.529,2,221143,-17.689,0.353,1,Abby Cates,Roadtripsong,57,0
0.947,0.105,121.954,0.0669,0.0592,0.016,4,0.753,2,149680,-2.637,0.823,1,Dubdogz,On My Shoulders,0,0
0.133,0.125,171.493,0.1,0.805,0.00135,4,0.543,7,188960,-16.846,0.464,0,Gerry Mulligan,Line For Lyons,53,0
0.768,0.148,170.035,0.0687,0.174,4.95e-05,4,0.503,0,189176,-8.322,0.273,0,GOLDHOUSE,Reaction,44,0
0.49,0.342,121.944,0.0278,0.0442,0.0,4,0.533,0,228197,-3.619,0.142,1,Patrick Martin,Cinema Love,45,0
0.764,0.109,125.978,0.0284,0.137,0.0843,4,0.621,5,317428,-5.839,0.374,0,Sultan + Shepard,"Something, Everything",50,0
0.401,0.298,133.486,0.061,0.476,0.0,4,0.464,6,189851,-11.206,0.741,1,Kiaz,Um Dia Qualquer,40,0
0.84,0.149,100.19,0.287,0.0621,0.000749,4,0.683,10,165890,-5.788,0.375,0,Urias,Diaba,55,0
0.796,0.239,122.905,0.0606,0.0233,0.0,4,0.64,6,190244,-5.141,0.164,1,twocolors,Lovefool (feat. Pia Mia),62,0
0.769,0.937,175.813,0.183,0.412,0.0,4,0.6,2,176777,-6.572,0.86,1,Ferrugem,É Dor Que Não Passa - Ao Vivo,64,0
0.325,0.144,130.946,0.0782,0.775,0.00196,4,0.671,4,202128,-12.477,0.191,0,Maria Gadú,Um Móbile No Furacão,45,0
0.52,0.119,180.107,0.31,0.123,0.0,3,0.607,7,183000,-10.84,0.919,0,Badshah,Bachpan Ka Pyaar,36,0
0.652,0.118,150.076,0.0898,0.0267,0.000782,4,0.804,8,200690,-6.282,0.854,1,LISA,LALISA,60,0
0.475,0.125,176.089,0.0302,0.0837,6.79e-05,4,0.444,8,222760,-8.722,0.289,0,Natalie Hemby,Radio Silence,38,0
0.886,0.325,102.012,0.177,0.0109,2.21e-05,4,0.764,1,191462,-3.067,0.497,1,ITZY,LOCO,84,0
0.0644,0.126,113.713,0.0359,0.971,0.000134,4,0.417,4,191960,-19.687,0.138,0,Betty Carter,This Is Always,56,0
0.905,0.136,153.398,0.054,0.00172,0.0104,4,0.542,9,203347,-5.653,0.374,1,Kings of Leon,Sex on Fire,68,0
0.867,0.116,134.984,0.0813,0.0226,0.00347,4,0.542,6,260987,-5.26,0.326,0,BØRNS,American Money,70,0
0.962,0.32,173.988,0.0735,0.0626,0.142,4,0.552,5,269298,-2.153,0.353,0,Culture Shock,Discotheque,52,0
0.658,0.0924,120.928,0.0407,0.345,0.223,4,0.604,0,236149,-9.106,0.281,1,Nectr,Someone,50,0
0.918,0.093,173.566,0.0547,0.175,1.62e-06,4,0.196,1,164640,-11.717,0.384,0,The Damned,New Rose,0,0
0.295,0.241,99.579,0.0489,0.537,0.241,4,0.493,1,417320,-15.536,0.486,1,Lee Konitz,Foolin' Myself,52,0
0.355,0.0738,132.419,0.0319,0.957,0.0,4,0.385,7,252633,-7.976,0.404,1,Anderson Freire,Carta Para Deus,57,0
0.345,0.0983,126.24,0.0386,0.61,0.069,4,0.623,8,484107,-8.891,0.28,1,Phil Woods,In Your Own Sweet Way,45,0
0.801,0.699,131.824,0.0536,0.0671,0.0,4,0.42,4,391721,-4.861,0.258,1,Samuel Messias,Todavia Me Alegrarei (Ao Vivo),64,0
0.728,0.361,127.996,0.0308,0.0636,0.0,4,0.509,9,245933,-4.381,0.187,1,RADWIMPS,SHIWAKUCHA,56,0
0.68,0.153,88.005,0.0257,0.0337,0.0,4,0.587,5,219720,-5.695,0.403,1,LP,Angels,39,0
0.903,0.298,132.009,0.0296,0.000187,0.0939,4,0.562,8,221000,-4.46,0.791,0,Yeah Yeah Yeahs,Heads Will Roll,0,0
0.794,0.303,143.861,0.0538,0.388,0.0,4,0.45,4,251906,-5.015,0.362,1,Briston Maroney,Freakin' Out On the Interstate,74,0
0.286,0.0744,105.992,0.0443,0.881,0.931,4,0.748,9,283507,-12.979,0.611,1,Fake Blonde,Unnamed Road,44,0
0.734,0.0776,108.029,0.0371,0.0549,0.0,4,0.626,8,218819,-4.963,0.808,0,Nakimushi,アブノーマリティー。,56,0
0.808,0.149,100.304,0.0892,0.0759,0.0,4,0.391,8,203507,-6.209,0.737,0,The Kooks,Naive,75,0
0.933,0.318,127.193,0.0344,0.00744,0.627,4,0.401,8,310893,-5.682,0.734,1,Arcade Fire,Rebellion (Lies),64,0
0.706,0.154,88.001,0.157,0.0409,0.0,4,0.687,8,158995,-6.455,0.609,0,David Guetta,"Family (feat. Imen Siar, Ty Dolla $ign & A Boogie Wit da Hoodie)",32,0
0.889,0.0374,109.992,0.0797,0.129,0.00785,4,0.803,4,204229,-3.698,0.671,0,D-Nice,No Plans for Love (with Ne-Yo & Kent Jones),57,0
0.781,0.0734,170.007,0.0703,0.142,0.00803,4,0.606,1,230738,-5.846,0.632,1,The Palms,Levitate,50,0
0.0192,0.106,169.254,0.0833,0.989,4.3e-05,4,0.629,4,188160,-19.952,0.335,1,Muddy Waters,Rollin' Stone,54,0
0.534,0.108,178.067,0.432,0.46,5.81e-06,4,0.736,0,151014,-6.567,0.71,0,Buju,Something sweet,58,0
0.711,0.141,108.004,0.0459,0.278,0.0,4,0.681,11,230141,-4.343,0.365,0,Farhan Saeed,Na Cher Malangaan Nu,54,0
0.837,0.0793,178.0,0.14,0.164,4.07e-06,4,0.77,7,248274,-4.749,0.887,1,Don Omar,Flow HP,75,0
0.858,0.0932,124.001,0.0314,0.000307,0.692,4,0.72,0,184839,-5.657,0.565,1,Dubdogz,Everybody Wants To Party,69,0
0.304,0.0936,124.937,0.0283,0.598,8.9e-06,4,0.622,3,201583,-9.882,0.332,1,Matheus de Bezerra,Qualquer Lugar,36,0
0.89,0.213,114.942,0.0748,0.0895,1.89e-06,4,0.738,2,214253,-2.275,0.75,0,IU,LILAC,78,0
0.684,0.0958,106.0,0.0347,0.18,0.758,4,0.66,0,203774,-8.091,0.103,1,Bobby Love,Why,56,0
0.65,0.157,114.842,0.0311,0.047,0.008,4,0.446,8,277601,-10.193,0.441,1,NIMMO,Come Back,45,0
0.755,0.128,161.024,0.128,0.348,0.0,4,0.637,1,191071,-6.216,0.667,1,Ric Wilson,Chicago Bae,47,0
0.377,0.236,136.47,0.0306,0.412,0.0,4,0.353,0,286765,-10.163,0.263,1,Gabriel Guedes de Almeida,Nada Mais,57,0
0.583,0.337,118.655,0.0768,0.468,3.62e-05,3,0.668,3,179693,-8.889,0.818,1,Fenton Robinson,Somebody Loan Me A Dime,0,0
0.331,0.253,120.228,0.0581,0.532,0.000125,4,0.662,0,340960,-12.712,0.408,1,Dizzy Gillespie,On The Sunny Side Of The Street,0,0
0.402,0.122,120.0,0.0392,0.00172,0.00272,4,0.712,0,209387,-12.649,0.205,1,Chris Malinchak,Wonderful,55,0
0.614,0.147,110.029,0.0372,0.0991,2.45e-05,4,0.796,0,281200,-7.329,0.737,0,The Vision,Missing (feat. Andreya Triana & Ben Westbeech),41,0
0.718,0.116,135.065,0.0569,0.116,1.45e-05,4,0.627,11,234213,-4.039,0.488,1,Matt and Kim,Fall To Pieces,0,0
0.151,0.0875,96.129,0.0296,0.905,8.26e-05,4,0.529,5,244331,-16.838,0.316,1,Janayna Pereira,Deus Dará,30,0
0.825,0.136,96.028,0.0288,0.00629,2.9e-06,4,0.603,10,206963,-3.587,0.415,0,Night Riots,Nothing Personal,39,0
0.998,0.394,142.014,0.159,0.414,0.853,4,0.674,6,260787,-4.04,0.268,0,Finn,Big B,0,0
0.764,0.0823,149.998,0.177,0.0405,0.000242,4,0.746,1,132224,-6.745,0.808,1,Rebecca,Hitzão da Porra,45,0
0.489,0.071,142.977,0.11,0.0509,0.0,4,0.641,0,215188,-8.668,0.206,0,TOMORROW X TOGETHER,Anti-Romantic,79,0
0.689,0.0791,139.284,0.132,0.251,0.0,4,0.583,1,194864,-5.19,0.932,1,Black Sherif,Second Sermon - Remix,47,0
0.711,0.186,121.976,0.0443,0.00172,0.0963,4,0.67,8,135246,-7.257,0.691,0,ROW,I Can't See,59,0
0.728,0.0708,83.469,0.5,0.0418,0.0,5,0.549,6,191220,-5.198,0.496,0,Djonga,Easy Money,64,0
0.531,0.114,127.119,0.116,0.556,0.000236,4,0.484,0,167349,-9.635,0.438,1,BIN,Pura Ilusão,64,0
0.494,0.0545,126.045,0.274,0.19,4.86e-06,4,0.958,2,211429,-7.45,0.622,1,NOG,Taca o Bumbum (Papatracks#6) [feat. L7NNON],59,0
0.668,0.0555,94.668,0.0568,0.749,0.00121,4,0.636,0,189133,-6.857,0.666,1,Lowell Fulson,Reconsider Baby,48,0
0.798,0.0475,125.985,0.151,0.00819,0.862,4,0.898,1,405625,-8.785,0.698,1,Honeydripper,One For Toucan Sam,3,0
0.277,0.0845,90.38,0.035,0.814,0.756,4,0.704,0,597280,-11.675,0.322,1,Jimmy Smith,Midnight Special - Rudy Van Gelder Digital Remaster/2007,53,0
0.43,0.435,87.07,0.0256,0.0933,0.0,4,0.551,5,182173,-6.128,0.208,0,James Blunt,I Came For Love,61,0
0.716,0.362,89.954,0.0461,0.706,0.0,4,0.52,4,218823,-6.601,0.801,0,Péricles,Na Estrada,48,0
0.89,0.972,91.442,0.293,0.475,1.5e-06,4,0.356,7,255938,-8.746,0.416,0,Thiaguinho,Pot-Pourri: Temporal / Velocidade da Luz - Ao Vivo,62,0
0.755,0.12,116.883,0.0287,0.0138,0.0208,4,0.64,1,216319,-4.077,0.744,0,Tame Impala,The Less I Know The Better,0,0
0.64,0.0708,124.005,0.06,0.0845,0.817,4,0.814,0,409387,-11.98,0.484,1,Swales,Come Together,30,0
0.676,0.136,104.545,0.0371,0.000423,0.000899,4,0.278,9,237027,-8.821,0.494,1,Franz Ferdinand,Take Me Out,6,0
0.867,0.105,124.997,0.0383,0.001,0.0,4,0.644,11,199919,-4.18,0.687,0,TOMORROW X TOGETHER,LO$ER=LO♡ER,81,0
0.355,0.104,117.286,0.0392,0.854,0.0,5,0.821,5,152802,-7.15,0.588,0,Roberta Sá,Esse Amor Chegou,40,0
0.308,0.128,91.911,0.0431,0.746,1.01e-05,4,0.529,0,212000,-13.665,0.387,1,Liah Soares,A Cor do Amor,51,0
0.0955,0.112,88.475,0.032,0.952,0.000705,4,0.59,4,190013,-11.8,0.161,1,Fleet Foxes,I'm Not My Season - Solstice Version,0,0
0.384,0.0687,102.597,0.0388,0.418,0.317,4,0.872,0,515000,-16.204,0.938,1,B.B. King,To Know You Is To Love You,56,0
0.775,0.0788,180.119,0.0534,0.0194,0.0,4,0.5,0,191983,-3.499,0.753,1,I DONT KNOW HOW BUT THEY FOUND ME,New Invention,54,0
0.714,0.13,85.85,0.233,0.422,0.0,3,0.377,4,559904,-6.855,0.241,0,LUDMILLA,Medley Lud Session - Modo Avião / A Tua Voz / 700 Por Hora / Radar / A Música Mais Triste do Ano,70,0
0.943,0.178,182.381,0.121,0.741,0.414,4,0.282,2,128427,-7.746,0.15,1,Misfits,Where Eagles Dare,60,0
0.637,0.114,151.921,0.0504,0.736,0.0,4,0.72,9,176082,-5.889,0.956,1,Di Propósito,Pesou o Rolê,69,0
0.529,0.0953,124.479,0.0382,0.342,1.87e-06,4,0.58,2,261600,-5.09,0.637,0,RESENHV,Por Favor Não Mente,0,0
0.438,0.232,119.845,0.0394,0.472,0.0,3,0.607,4,205505,-6.448,0.474,0,Murilo França,Afrodite,38,0
0.495,0.385,80.031,0.0334,0.88,3.78e-06,4,0.602,10,154620,-7.652,0.358,1,Tanishk Bagchi,"Raataan Chill Mix - Spotify Singles (Tanishk Bagchi, Jubin Nautiyal, Hanita Bhambri)",71,0
